# Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
388413	Algoriphagus machipongonensis	species	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus machipongonensis	1,131567,2,68336,976,768503,768507,563798,246875,388413
634176	Aggregatibacter aphrophilus NJ8700	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter aphrophilus,Aggregatibacter aphrophilus NJ8700	1,131567,2,1224,1236,135625,712,416916,732,634176
634177	Komagataeibacter medellinensis NBRC 3288	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter medellinensis,Komagataeibacter medellinensis NBRC 3288	1,131567,2,1224,28211,204441,433,1434011,1177712,634177
1027396	Listeria monocytogenes str. Scott A	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Listeria monocytogenes str. Scott A	1,131567,2,1239,91061,1385,186820,1637,1639,1027396
257363	Rickettsia typhi str. Wilmington	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsieae,Rickettsia,typhus group,Rickettsia typhi,Rickettsia typhi str. Wilmington	1,131567,2,1224,28211,766,775,33988,780,114292,785,257363
331104	Blattabacterium sp. (Blattella germanica) str. Bge	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Blattella germanica),Blattabacterium sp. (Blattella germanica) str. Bge	1,131567,2,68336,976,117743,200644,39782,34098,624186,331104
314723	Borrelia hermsii HS1	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia hermsii,Borrelia hermsii HS1	1,131567,2,203691,203692,136,137,138,140,314723
314724	Borrelia turicatae 91E135	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia turicatae,Borrelia turicatae 91E135	1,131567,2,203691,203692,136,137,138,142,314724
306537	Corynebacterium jeikeium K411	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,Corynebacterium jeikeium K411	1,131567,2,201174,1760,85003,2037,85007,1653,1716,38289,306537
436114	Sulfurihydrogenibium sp. YO3AOP1	species	root,cellular organisms,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,Sulfurihydrogenibium sp. YO3AOP1	1,131567,2,200783,187857,32069,224027,212790,436114
159087	Dechloromonas aromatica RCB	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,Dechloromonas aromatica,Dechloromonas aromatica RCB	1,131567,2,1224,28216,206389,75787,73029,259537,159087
216432	Croceibacter atlanticus HTCC2559	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,Croceibacter atlanticus,Croceibacter atlanticus HTCC2559	1,131567,2,68336,976,117743,200644,49546,216431,313588,216432
52598	Sulfitobacter sp. EE-36	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. EE-36	1,131567,2,1224,28211,204455,31989,60136,52598
887324	Actinobacillus ureae ATCC 25976	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus ureae,Actinobacillus ureae ATCC 25976	1,131567,2,1224,1236,135625,712,713,723,887324
568703	Lactobacillus rhamnosus GG	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,Lactobacillus rhamnosus GG	1,131567,2,1239,91061,186826,33958,1578,47715,568703
667014	Thermodesulfatator indicus DSM 15286	no rank	root,cellular organisms,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus,Thermodesulfatator indicus DSM 15286	1,131567,2,200940,67799,188710,188711,241192,171695,667014
667015	Bacteroides salanitronis DSM 18170	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salanitronis,Bacteroides salanitronis DSM 18170	1,131567,2,68336,976,200643,171549,815,816,376805,667015
945550	Vibrio sinaloensis DSM 21326	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sinaloensis,Vibrio sinaloensis DSM 21326	1,131567,2,1224,1236,135623,641,662,379097,945550
298386	Photobacterium profundum SS9	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,Photobacterium profundum SS9	1,131567,2,1224,1236,135623,641,657,74109,298386
69014	Thermococcus kodakarensis KOD1	no rank	root,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,Thermococcus kodakarensis KOD1	1,131567,2157,28890,183968,2258,2259,2263,311400,69014
118168	Coleofasciculus chthonoplastes PCC 7420	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Coleofasciculus,Coleofasciculus chthonoplastes,Coleofasciculus chthonoplastes PCC 7420	1,131567,2,1117,1301283,1150,669368,64178,118168
1040964	Lactobacillus ruminis SPM0211	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis,Lactobacillus ruminis SPM0211	1,131567,2,1239,91061,186826,33958,1578,1623,1040964
888048	Streptococcus parasanguinis ATCC 903	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus parasanguinis ATCC 903	1,131567,2,1239,91061,186826,1300,1301,1318,888048
657309	Bacteroides xylanisolvens XB1A	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides xylanisolvens XB1A	1,131567,2,68336,976,200643,171549,815,816,371601,657309
69042	Synechococcus sp. WH 5701	species	root,cellular organisms,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus,Synechococcus sp. WH 5701	1,131567,2,1117,1301283,1118,1129,69042
642492	Clostridium lentocellum DSM 5427	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum lentocellum,Clostridium lentocellum DSM 5427	1,131567,2,1239,186801,186802,186803,698776,29360,642492
880070	Cyclobacterium marinum DSM 745	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium marinum,Cyclobacterium marinum DSM 745	1,131567,2,68336,976,768503,768507,563798,68288,104,880070
880072	Desulfobacca acetoxidans DSM 11109	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,Desulfobacca acetoxidans,Desulfobacca acetoxidans DSM 11109	1,131567,2,1224,68525,28221,213462,213468,60892,60893,880072
552396	Erysipelotrichaceae bacterium 5_2_54FAA	species	root,cellular organisms,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unclassified Erysipelotrichaceae,unclassified Erysipelotrichaceae (miscellaneous),Erysipelotrichaceae bacterium 5_2_54FAA	1,131567,2,1239,526524,526525,128827,433334,544447,552396
511437	Lactobacillus buchneri NRRL B-30929	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus buchneri,Lactobacillus buchneri NRRL B-30929	1,131567,2,1239,91061,186826,33958,1578,1581,511437
552398	Ruminococcaceae bacterium D16	species	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,Ruminococcaceae bacterium D16	1,131567,2,1239,186801,186802,541000,552397,552398
536019	Mesorhizobium opportunistum WSM2075	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium opportunistum,Mesorhizobium opportunistum WSM2075	1,131567,2,1224,28211,356,69277,68287,593909,536019
888057	Aggregatibacter segnis ATCC 33393	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter segnis,Aggregatibacter segnis ATCC 33393	1,131567,2,1224,1236,135625,712,416916,739,888057
208348	Puccinia triticina	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia triticina	1,131567,2759,33154,4751,451864,5204,29000,162484,5258,5262,5296,208348
380394	Acidithiobacillus ferrooxidans ATCC 53993	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans ATCC 53993	1,131567,2,1224,1236,225057,225058,119977,920,380394
445932	Elusimicrobium minutum Pei191	no rank	root,cellular organisms,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium minutum,Elusimicrobium minutum Pei191	1,131567,2,74152,641853,641854,641876,423604,423605,445932
585198	Mobiluncus curtisii subsp. curtisii ATCC 35241	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Actinomycineae,Actinomycetaceae,Mobiluncus/Falcivibrio group,Mobiluncus,Mobiluncus curtisii,Mobiluncus curtisii subsp. curtisii,Mobiluncus curtisii subsp. curtisii ATCC 35241	1,131567,2,201174,1760,85003,2037,85005,2049,279916,2050,2051,144177,585198
568816	Acidaminococcus intestini RyC-MR95	no rank	root,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,Acidaminococcus intestini RyC-MR95	1,131567,2,1239,909932,909929,909930,904,187327,568816
568817	Serratia symbiotica str. 'Cinara cedri'	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia symbiotica,Serratia symbiotica str. 'Cinara cedri'	1,131567,2,1224,1236,91347,543,613,138074,568817
585202	Streptococcus mitis SK321	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis SK321	1,131567,2,1239,91061,186826,1300,1301,28037,585202
585204	Streptococcus mitis SK597	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis SK597	1,131567,2,1239,91061,186826,1300,1301,28037,585204
667128	Pasteurella dagmatis ATCC 43325	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella dagmatis,Pasteurella dagmatis ATCC 43325	1,131567,2,1224,1236,135625,712,745,754,667128
667129	Serratia odorifera DSM 4582	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia odorifera,Serratia odorifera DSM 4582	1,131567,2,1224,1236,91347,543,613,618,667129
985002	Staphylococcus aureus subsp. aureus MSHR1132	no rank	root,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus,Staphylococcus aureus subsp. aureus MSHR1132	1,131567,2,1239,91061,1385,90964,1279,1280,46170,985002
290315	Chlorobium limicola DSM 245	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group,Chlorobium,Chlorobium limicola,Chlorobium limicola DSM 245	1,131567,2,68336,1090,191410,191411,191412,274493,1091,1092,290315
290317	Chlorobium phaeobacteroides DSM 266	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group,Chlorobium,Chlorobium phaeobacteroides,Chlorobium phaeobacteroides DSM 266	1,131567,2,68336,1090,191410,191411,191412,274493,1091,1096,290317
290318	Chlorobium phaeovibrioides DSM 265	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium/Pelodictyon group,Chlorobium,Chlorobium phaeovibrioides,Chlorobium phaeovibrioides DSM 265	1,131567,2,68336,1090,191410,191411,191412,274493,1091,1094,290318
216591	Burkholderia cenocepacia J2315	no rank	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex,Burkholderia cenocepacia,Burkholderia cenocepacia J2315	1,131567,2,1224,28216,80840,119060,32008,87882,95486,216591
945681	Acetobacter pomorum DM001	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pomorum,Acetobacter pomorum DM001	1,131567,2,1224,28211,204441,433,434,65959,945681
445970	Alistipes putredinis DSM 17216	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis DSM 17216	1,131567,2,68336,976,200643,171549,171550,239759,28117,445970
445971	Anaerofustis stercorihominis DSM 17244	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,Anaerofustis stercorihominis,Anaerofustis stercorihominis DSM 17244	1,131567,2,1239,186801,186802,186806,264995,214853,445971
445972	Anaerotruncus colihominis DSM 17241	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus colihominis,Anaerotruncus colihominis DSM 17241	1,131567,2,1239,186801,186802,541000,244127,169435,445972
445973	Intestinibacter bartlettii DSM 16795	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,Intestinibacter bartlettii,Intestinibacter bartlettii DSM 16795	1,131567,2,1239,186801,186802,186804,1505657,261299,445973
445974	Erysipelatoclostridium ramosum DSM 1402	no rank	root,cellular organisms,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium ramosum,Erysipelatoclostridium ramosum DSM 1402	1,131567,2,1239,526524,526525,128827,1505663,1547,445974
445975	Collinsella stercoris DSM 13279	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Collinsella,Collinsella stercoris,Collinsella stercoris DSM 13279	1,131567,2,201174,1760,84998,84999,255727,84107,102106,147206,445975
323097	Nitrobacter hamburgensis X14	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter hamburgensis,Nitrobacter hamburgensis X14	1,131567,2,1224,28211,356,41294,911,912,323097
323098	Nitrobacter winogradskyi Nb-255	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter winogradskyi,Nitrobacter winogradskyi Nb-255	1,131567,2,1224,28211,356,41294,911,913,323098
478749	Marvinbryantia formatexigens DSM 14469	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,Marvinbryantia formatexigens DSM 14469	1,131567,2,1239,186801,186802,186803,248744,168384,478749
290338	Citrobacter koseri ATCC BAA-895	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,Citrobacter koseri ATCC BAA-895	1,131567,2,1224,1236,91347,543,544,545,290338
445987	Borrelia valaisiana VS116	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia burgdorferi group,Borrelia valaisiana,Borrelia valaisiana VS116	1,131567,2,203691,203692,136,137,138,64895,62088,445987
290340	Arthrobacter aurescens TC1	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Arthrobacter,Arthrobacter aurescens,Arthrobacter aurescens TC1	1,131567,2,201174,1760,85003,2037,85006,1268,1663,43663,290340
945712	Corynebacterium ulcerans BR-AD22	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,Corynebacterium ulcerans BR-AD22	1,131567,2,201174,1760,85003,2037,85007,1653,1716,65058,945712
478801	Kytococcus sedentarius DSM 20547	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Dermacoccaceae,Kytococcus,Kytococcus sedentarius,Kytococcus sedentarius DSM 20547	1,131567,2,201174,1760,85003,2037,85006,145357,57499,1276,478801
552531	Bifidobacterium animalis subsp. lactis BB-12	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium animalis subsp. lactis,Bifidobacterium animalis subsp. lactis BB-12	1,131567,2,201174,1760,85003,85004,31953,1678,28025,302911,552531
634452	Acetobacter pasteurianus IFO 3283-01	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,Acetobacter pasteurianus subsp. pasteurianus,Acetobacter pasteurianus IFO 3283-01	1,131567,2,1224,28211,204441,433,434,438,481145,634452
290397	Anaeromyxobacter dehalogenans 2CP-C	no rank	root,cellular organisms,Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Anaeromyxobacteraceae,Anaeromyxobacter,Anaeromyxobacter dehalogenans,Anaeromyxobacter dehalogenans 2CP-C	1,131567,2,1224,68525,28221,29,80811,1524215,161492,161493,290397
290398	Chromohalobacter salexigens DSM 3043	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter salexigens,Chromohalobacter salexigens DSM 3043	1,131567,2,1224,1236,135619,28256,42054,158080,290398
290399	Arthrobacter sp. FB24	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micrococcineae,Micrococcaceae,Arthrobacter,Arthrobacter sp. FB24	1,131567,2,201174,1760,85003,2037,85006,1268,1663,290399
290400	Jannaschia sp. CCS1	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia sp. CCS1	1,131567,2,1224,28211,204455,31989,188905,290400
290402	Clostridium beijerinckii NCIMB 8052	no rank	root,cellular organisms,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Clostridium beijerinckii NCIMB 8052	1,131567,2,1239,186801,186802,31979,1485,1520,290402
232721	Acidovorax sp. JS42	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42	1,131567,2,1224,28216,80840,80864,12916,232721
3694	Populus trichocarpa	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Salicaceae,Saliceae,Populus,Populus trichocarpa	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3646,3688,238069,3689,3694
700015	Coriobacterium glomerans PW2	no rank	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Coriobacteridae,Coriobacteriales,Coriobacterineae,Coriobacteriaceae,Coriobacterium,Coriobacterium glomerans,Coriobacterium glomerans PW2	1,131567,2,201174,1760,84998,84999,255727,84107,33870,33871,700015
167539	Prochlorococcus marinus subsp. marinus str. CCMP1375	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus subsp. marinus,Prochlorococcus marinus subsp. marinus str. CCMP1375	1,131567,2,1117,1212,1217,1218,1219,142554,167539
3702	Arabidopsis thaliana	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis,Arabidopsis thaliana	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91836,3699,3700,980083,3701,3702
167546	Prochlorococcus marinus str. MIT 9301	no rank	root,cellular organisms,Bacteria,Cyanobacteria,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus,Prochlorococcus marinus str. MIT 9301	1,131567,2,1117,1212,1217,1218,1219,167546
3711	Brassica rapa	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliophyta,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Brassiceae,Brassica,Brassica rapa	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91836,3699,3700,981071,3705,3711
634497	Haloarcula hispanica ATCC 33960	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,Haloarcula hispanica,Haloarcula hispanica ATCC 33960	1,131567,2157,28890,183963,2235,2236,2237,51589,634497
290434	Borrelia garinii PBi	no rank	root,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia burgdorferi group,Borrelia bavariensis,Borrelia garinii PBi	1,131567,2,203691,203692,136,137,138,64895,664662,290434
388739	Roseobacter sp. SK209-2-6	species	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter sp. SK209-2-6	1,131567,2,1224,28211,204455,31989,2433,388739
634500	Erwinia billingiae Eb661	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia billingiae,Erwinia billingiae Eb661	1,131567,2,1224,1236,91347,543,551,182337,634500
679190	Prevotella buccalis ATCC 35310	no rank	root,cellular organisms,Bacteria,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccalis,Prevotella buccalis ATCC 35310	1,131567,2,68336,976,200643,171549,171552,838,28127,679190
634503	Edwardsiella ictaluri 93-146	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella ictaluri,Edwardsiella ictaluri 93-146	1,131567,2,1224,1236,91347,543,635,67780,634503
634504	Bartonella grahamii as4aup	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella grahamii,Bartonella grahamii as4aup	1,131567,2,1224,28211,356,772,773,33045,634504
348780	Natronomonas pharaonis DSM 2160	no rank	root,cellular organisms,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronomonas,Natronomonas pharaonis,Natronomonas pharaonis DSM 2160	1,131567,2157,28890,183963,2235,2236,63743,2257,348780
85643	Thauera sp. MZ1T	species	root,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,Thauera sp. MZ1T	1,131567,2,1224,28216,206389,75787,33057,85643
224911	Bradyrhizobium diazoefficiens USDA 110	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,Bradyrhizobium diazoefficiens USDA 110	1,131567,2,1224,28211,356,41294,374,1355477,224911
44689	Dictyostelium discoideum	species	root,cellular organisms,Eukaryota,Amoebozoa,Mycetozoa,Dictyosteliida,Dictyostelium,Dictyostelium discoideum	1,131567,2759,554915,142796,33083,5782,44689
224914	Brucella melitensis bv. 1 str. 16M	no rank	root,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella melitensis,Brucella melitensis bv. 1,Brucella melitensis bv. 1 str. 16M	1,131567,2,1224,28211,356,118882,234,29459,644337,224914
224915	Buchnera aphidicola str. Bp (Baizongia pistaciae)	no rank	root,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola,Buchnera aphidicola (Baizongia pistaciae),Buchnera aphidicola str. Bp (Baizongia pistaciae)	1,131567,2,1224,1236,91347,543,32199,9,135842,224915
708248	Mycoplasma suis KI3806	no rank	root,cellular organisms,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma suis,Mycoplasma suis KI3806	1,131567,2,544448,31969,2085,2092,2093,57372,708248
298653	Frankia sp. EAN1pec	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Frankineae,Frankiaceae,Frankia,Frankia sp. EAN1pec	1,131567,2,201174,1760,85003,2037,85013,74712,1854,298653
298654	Frankia sp. EuI1c	species	root,cellular organisms,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Frankineae,Frankiaceae,Frankia,Frankia sp. EuI1c	1,131567,2,201174,1760,85003,2037,85013,74712,1854,298654
