#species name	tax id	core/periphery/adherent	source	source version
Paenibacillus terrae HPL-003	985665	periphery	Refseq	not available
Candidatus Odyssella thessalonicensis L13	985867	core	Refseq	not available
Caldalkalibacillus thermarum TA2.A1	986075	core	Refseq	not available
Rubrivivax benzoatilyticus JA2	987059	core	Refseq	not available
Methanosaeta concilii GP6	990316	core	Refseq	not available
Polymorphum gilvum SL003B-26A1	991905	periphery	Refseq	not available
Riemerella anatipestifer RA-GD	992406	core	Refseq	not available
Streptomyces griseoaurantiacus M045	996637	core	Refseq	not available
Desmospora sp. 8437	997346	core	Refseq	not available
Prevotella nigrescens ATCC 33563	997352	periphery	Refseq	not available
Prevotella pallens ATCC 700821	997353	periphery	Refseq	not available
Streptococcus infantis X	997830	periphery	Refseq	not available
Aeromonas veronii B565	998088	core	Refseq	not available
Halomonas sp. TD01	999141	core	Refseq	not available
Burkholderia gladioli BSR3	999541	periphery	Refseq	not available
Thermoproteus uzoniensis 768-20	999630	periphery	Refseq	not available
Methyloversatilis universalis FAM5	1000565	core	Refseq	not available
Megasphaera sp. UPII 135-E	1000569	periphery	Refseq	not available
Streptococcus anginosus SK52 = DSM 20563	1000570	periphery	Refseq	not available
Streptococcus mitis bv. 2 str. SK95	1000588	periphery	Refseq	not available
Photobacterium leiognathi subsp. mandapamensis svers.1.1.	1001530	periphery	Refseq	not available
Pseudomonas mendocina NK-01	1001585	periphery	Refseq	not available
Candidatus Nitrosoarchaeum koreensis MY1	1001994	core	Refseq	not available
Psychrobacter sp. 1501(2011)	1002339	periphery	Refseq	not available
Candidatus Pelagibacter sp. IMCC9063	1002672	periphery	Refseq	not available
Helicobacter bizzozeronii CIII-1	1002804	periphery	Refseq	not available
Streptomyces cattleya NRRL 8057 = DSM 46488	1003195	periphery	Refseq	not available
Achromobacter xylosoxidans AXX-A	1003200	core	Refseq	not available
Gluconacetobacter sp. SXCC-1	1004836	core	Refseq	not available
Collimonas fungivorans Ter331	1005048	core	Refseq	not available
Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	1005057	periphery	Refseq	not available
Gallibacterium anatis UMN179	1005058	core	Refseq	not available
Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	1005090	periphery	Refseq	not available
Streptococcus infantis SK1076	1005705	periphery	Refseq	not available
Metallosphaera cuprina Ar-4	1006006	core	Refseq	not available
Klebsiella oxytoca KCTC 1686	1006551	core	Refseq	not available
Sphingomonas sp. S17	1007104	core	Refseq	not available
Pusillimonas sp. T7-7	1007105	core	Refseq	not available
Taylorella asinigenitalis MCE3	1008459	periphery	Refseq	not available
Acetonema longum DSM 6540	1009370	core	Refseq	not available
Methylophaga aminisulfidivorans MP	1026882	periphery	Refseq	not available
Sporosarcina newyorkensis 2681	1027292	core	Refseq	not available
Gordonia alkanivorans NBRC 16433	1027371	periphery	Refseq	not available
Listeria monocytogenes str. Scott A	1027396	periphery	Refseq	not available
Enterobacter aerogenes KCTC 2190	1028307	periphery	Refseq	not available
Haemophilus haemolyticus M19501	1028803	periphery	Refseq	not available
Haemophilus haemolyticus M21621	1028805	periphery	Refseq	not available
Candidatus Arthromitus sp. SFB-mouse-Japan	1029718	core	Refseq	not available
Ralstonia solanacearum Po82	1031711	core	Refseq	not available
Microlunatus phosphovorus NM-1	1032480	core	Refseq	not available
Salinisphaera shabanensis E1L3A	1033802	core	Refseq	not available
Halorhabdus tiamatea SARL4B	1033806	periphery	Refseq	not available
Haloplasma contractile SSD-17B	1033810	core	Refseq	not available
Lactobacillus kefiranofaciens ZW3	1033837	periphery	Refseq	not available
Flavobacterium branchiophilum FL-15	1034807	periphery	Refseq	not available
Mycoplasma anatis 1340	1034808	periphery	Refseq	not available
Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377	1035184	periphery	Refseq	not available
Haemophilus pittmaniae HK 85	1035188	periphery	Refseq	not available
Streptococcus infantis SK970	1035189	periphery	Refseq	not available
Paenibacillus mucilaginosus KNP414	1036673	periphery	Refseq	not available
Idiomarina sp. A28L	1036674	periphery	Refseq	not available
Bradyrhizobium japonicum USDA 6	1037409	periphery	Refseq	not available
Mycoplasma columbinum SF7	1037410	periphery	Refseq	not available
Lactobacillus ruminis SPM0211	1040964	periphery	Refseq	not available
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	periphery	Refseq	not available
Mycobacterium colombiense CECT 3035	1041522	periphery	Refseq	not available
Flavobacterium columnare ATCC 49512	1041826	periphery	Refseq	not available
Clostridium sp. SY8519	1042156	periphery	Refseq	not available
Brevibacillus laterosporus LMG 15441	1042163	periphery	Refseq	not available
Pseudomonas putida S16	1042876	periphery	Refseq	not available
Thermococcus sp. 4557	1042877	periphery	Refseq	not available
Weissella koreensis KACC 15510	1045854	core	Refseq	not available
Pseudoxanthomonas spadix BD-a59	1045855	periphery	Refseq	not available
Enterobacter cloacae EcWSU1	1045856	periphery	Refseq	not available
Brachyspira intermedia PWS/A	1045858	periphery	Refseq	not available
Bizionia argentinensis JUB59	1046627	core	Refseq	not available
Streptococcus salivarius 57.I	1046629	periphery	Refseq	not available
Zymoseptoria tritici	1047171	core	Ensembl Fungi	release 17
Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	1048834	periphery	Refseq	not available
Agrobacterium tumefaciens F2	1050720	core	Refseq	not available
Propionibacterium acnes SK182B-JCVI	1051006	periphery	Refseq	not available
Paracoccus denitrificans SD1	1051075	periphery	Refseq	not available
Sulfobacillus acidophilus TPY	1051632	core	Refseq	not available
Vibrio tubiashii ATCC 19109	1051646	periphery	Refseq	not available
Paenibacillus polymyxa M1	1052684	periphery	Refseq	not available
Candidatus Tremblaya princeps PCVAL	1053648	core	Refseq	not available
Streptococcus pseudopneumoniae IS7493	1054460	periphery	Refseq	not available
Megasphaera elsdenii DSM 20460	1064535	core	Refseq	not available
Azospirillum brasilense Sp245	1064539	core	Refseq	not available
Naumovozyma castellii CBS 4309	1064592	core	Refseq	fungi
Streptococcus infantarius subsp. infantarius CJ18	1069533	periphery	Refseq	not available
Naumovozyma dairenensis CBS 421	1071378	periphery	Refseq	fungi
Tetrapisispora phaffii CBS 4417	1071381	core	Refseq	fungi
Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	1074889	periphery	Refseq	not available
Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	1075399	periphery	Refseq	not available
Pelagibacterium halotolerans B2	1082931	core	Refseq	not available
Glaciecola nitratireducens FR1064	1085623	periphery	Refseq	not available
Burkholderia sp. YI23	1097668	core	Refseq	not available
Pyrobaculum sp. 1860	1104324	periphery	Refseq	not available
Methanosaeta harundinacea 6Ac	1110509	periphery	Refseq	not available
Thermus sp. CCB_US3_UF1	1111069	periphery	Refseq	not available
Mycoplasma haemocanis str. Illinois	1111676	periphery	Refseq	not available
Gordonia polyisoprenivorans VH2	1112204	core	Refseq	not available
Pseudomonas fluorescens F113	1114970	periphery	Refseq	not available
Streptococcus macedonicus ACA-DC 198	1116231	periphery	Refseq	not available
Vibrio sp. EJY3	1116375	periphery	Refseq	not available
Sinorhizobium fredii HH103	1117943	periphery	Refseq	not available
Nocardia cyriacigeorgica GUH-2	1127134	core	Refseq	not available
Mycoplasma hyorhinis GDL-1	1129369	core	Refseq	not available
Streptomyces hygroscopicus subsp. jinggangensis 5008	1133850	periphery	Refseq	not available
Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)	1142511	periphery	Refseq	not available
Prochlorococcus marinus str. NATL2A	59920	adherent	Refseq	not available
Prochlorococcus marinus str. MIT 9303	59922	adherent	Refseq	not available
Shewanella sp. MR-4	60480	adherent	Refseq	not available
Shewanella sp. MR-7	60481	adherent	Refseq	not available
Wolbachia sp. wRi	66084	adherent	Refseq	not available
Thiomonas intermedia K12	75379	adherent	Refseq	not available
Agrobacterium sp. ATCC 31749	82789	adherent	Refseq	not available
Mycobacterium tuberculosis CDC1551	83331	adherent	Refseq	not available
Prochlorococcus marinus str. MIT 9202	93058	adherent	Refseq	not available
Pseudomonas stutzeri ATCC 17588 = LMG 11199	96563	adherent	Refseq	not available
Helicobacter pylori F32	102608	adherent	Refseq	not available
Photobacterium sp. SKA34	121723	adherent	Refseq	not available
Neisseria meningitidis Z2491	122587	adherent	Refseq	not available
Thermotoga sp. RQ2	126740	adherent	Refseq	not available
Chlamydophila pneumoniae J138	138677	adherent	Refseq	not available
Vibrio sp. Ex25	150340	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus N315	158879	adherent	Refseq	not available
Parachlamydia acanthamoebae str. Hall's coccus	159254	adherent	Refseq	not available
Streptococcus pyogenes str. Manfredo	160491	adherent	Refseq	not available
Mycobacterium tuberculosis 210	164513	adherent	Refseq	not available
Mycobacterium sp. MCS	164756	adherent	Refseq	not available
Xylella fastidiosa Temecula1	183190	adherent	Refseq	not available
Streptococcus pyogenes MGAS8232	186103	adherent	Refseq	not available
Streptococcus pneumoniae 670-6B	189423	adherent	Refseq	not available
Mycobacterium sp. KMS	189918	adherent	Refseq	not available
Bacillus anthracis str. A2012	191218	adherent	Refseq	not available
Streptococcus pyogenes SSI-1	193567	adherent	Refseq	not available
Campylobacter jejuni RM1221	195099	adherent	Refseq	not available
Clostridium perfringens str. 13	195102	adherent	Refseq	not available
Vibrio vulnificus YJ016	196600	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus MW2	196620	adherent	Refseq	not available
Shigella flexneri 2a str. 2457T	198215	adherent	Refseq	not available
Streptococcus pyogenes MGAS315	198466	adherent	Refseq	not available
Brucella suis 1330	204722	adherent	Refseq	not available
Bifidobacterium longum DJO10A	205913	adherent	Refseq	not available
Bacillus anthracis str. Kruger B	205919	adherent	Refseq	not available
Streptococcus agalactiae A909	205921	adherent	Refseq	not available
Streptococcus agalactiae 2603V/R	208435	adherent	Refseq	not available
Pseudomonas aeruginosa UCBPP-PA14	208963	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Typhi str. Ty2	209261	adherent	Refseq	not available
Bacillus anthracis str. Western North America USA6153	212045	adherent	Refseq	not available
Erwinia sp. Ejp617	215689	adherent	Refseq	not available
Dehalococcoides sp. BAV1	216389	adherent	Refseq	not available
Escherichia coli 042	216592	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344	216597	adherent	Refseq	not available
Shigella sonnei 53G	216599	adherent	Refseq	not available
Streptococcus suis P1/7	218494	adherent	Refseq	not available
Tropheryma whipplei TW08/27	218496	adherent	Refseq	not available
Bacillus cereus ATCC 10987	222523	adherent	Refseq	not available
Haemophilus somnus 2336	228400	adherent	Refseq	not available
Yersinia pestis biovar Microtus str. 91001	229193	adherent	Refseq	not available
Mycobacterium bovis AF2122/97	233413	adherent	Refseq	not available
Neisseria gonorrhoeae FA 1090	242231	adherent	Refseq	not available
Mycobacterium avium 104	243243	adherent	Refseq	not available
Corynebacterium diphtheriae NCTC 13129	257309	adherent	Refseq	not available
Bordetella parapertussis 12822	257311	adherent	Refseq	not available
Bacillus anthracis str. Vollum	261591	adherent	Refseq	not available
Bacillus anthracis str. 'Ames Ancestor'	261594	adherent	Refseq	not available
Brucella abortus bv. 1 str. 9-941	262698	adherent	Refseq	not available
Mycoplasma hyopneumoniae 7448	262722	adherent	Refseq	not available
Haemophilus influenzae R2846	262727	adherent	Refseq	not available
Haemophilus influenzae R2866	262728	adherent	Refseq	not available
Listeria monocytogenes serotype 4b str. F2365	265669	adherent	Refseq	not available
Listeria monocytogenes serotype 1/2a str. F6854	267409	adherent	Refseq	not available
Listeria monocytogenes serotype 4b str. H7858	267410	adherent	Refseq	not available
Burkholderia sp. 383	269483	adherent	Refseq	not available
Burkholderia thailandensis E264	271848	adherent	Refseq	not available
Desulfitobacterium hafniense DCB-2	272564	adherent	Refseq	not available
Lactococcus lactis subsp. cremoris SK11	272622	adherent	Refseq	not available
Mannheimia haemolytica PHL213	272629	adherent	Refseq	not available
Mycoplasma pneumoniae M129	272634	adherent	Refseq	not available
Neisseria meningitidis FAM18	272831	adherent	Refseq	not available
Rickettsia conorii str. Malish 7	272944	adherent	Refseq	not available
Staphylococcus aureus RF122	273036	adherent	Refseq	not available
Yersinia pseudotuberculosis IP 32953	273123	adherent	Refseq	not available
Mycobacterium sp. Spyr1	278137	adherent	Refseq	not available
Bacillus anthracis str. CNEVA-9066	280354	adherent	Refseq	not available
Bacillus anthracis str. A1055	280355	adherent	Refseq	not available
Bacillus anthracis str. Australia 94	280477	adherent	Refseq	not available
Bacillus thuringiensis serovar konkukian str. 97-27	281309	adherent	Refseq	not available
Haemophilus influenzae 86-028NP	281310	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus MRSA252	282458	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus MSSA476	282459	adherent	Refseq	not available
Streptococcus suis 89/1591	286604	adherent	Refseq	not available
Streptococcus pyogenes MGAS10394	286636	adherent	Refseq	not available
Bacillus cereus E33L	288681	adherent	Refseq	not available
Clostridium perfringens SM101	289380	adherent	Refseq	not available
Helicobacter pylori 51	290847	adherent	Refseq	not available
Xanthomonas oryzae pv. oryzae KACC 10331	291331	adherent	Refseq	not available
Streptococcus pyogenes MGAS5005	293653	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	295319	adherent	Refseq	not available
Mycoplasma hyopneumoniae 232	295358	adherent	Refseq	not available
Bacteroides fragilis YCH46	295405	adherent	Refseq	not available
Legionella pneumophila str. Lens	297245	adherent	Refseq	not available
Streptococcus thermophilus CNRZ1066	299768	adherent	Refseq	not available
Shigella dysenteriae Sd197	300267	adherent	Refseq	not available
Shigella boydii Sb227	300268	adherent	Refseq	not available
Shigella sonnei Ss046	300269	adherent	Refseq	not available
Ehrlichia ruminantium str. Gardel	302409	adherent	Refseq	not available
Candidatus Pelagibacter ubique HTCC1002	314261	adherent	Refseq	not available
Sulfitobacter sp. NAS-14.1	314267	adherent	Refseq	not available
Photobacterium profundum 3TCK	314280	adherent	Refseq	not available
Vibrio splendidus 12B01	314291	adherent	Refseq	not available
Chlamydia trachomatis A/HAR-13	315277	adherent	Refseq	not available
Escherichia coli ETEC H10407	316401	adherent	Refseq	not available
Streptococcus pyogenes MGAS6180	319701	adherent	Refseq	not available
Burkholderia pseudomallei 1710a	320371	adherent	Refseq	not available
Burkholderia pseudomallei 1710b	320372	adherent	Refseq	not available
Burkholderia pseudomallei 668	320373	adherent	Refseq	not available
Burkholderia pseudomallei S13	320374	adherent	Refseq	not available
Burkholderia mallei SAVP1	320388	adherent	Refseq	not available
Burkholderia mallei NCTC 10247	320389	adherent	Refseq	not available
Burkholderia mallei GB8 horse 4	320390	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	321314	adherent	Refseq	not available
Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	321956	adherent	Refseq	not available
Lactobacillus casei ATCC 334	321967	adherent	Refseq	not available
Streptococcus thermophilus LMD-9	322159	adherent	Refseq	not available
Burkholderia pseudomallei 1655	331109	adherent	Refseq	not available
Escherichia coli E24377A	331111	adherent	Refseq	not available
Escherichia coli HS	331112	adherent	Refseq	not available
Burkholderia cenocepacia AU 1054	331271	adherent	Refseq	not available
Burkholderia cenocepacia HI2424	331272	adherent	Refseq	not available
Burkholderia pseudomallei Pasteur 52237	331978	adherent	Refseq	not available
Enterococcus faecium DO	333849	adherent	Refseq	not available
Orientia tsutsugamushi str. Ikeda	334380	adherent	Refseq	not available
Lactobacillus fermentum IFO 3956	334390	adherent	Refseq	not available
Bacillus cereus NC7401	334406	adherent	Refseq	not available
Burkholderia mallei FMH	334802	adherent	Refseq	not available
Burkholderia mallei JHU	334803	adherent	Refseq	not available
Rickettsia bellii RML369-C	336407	adherent	Refseq	not available
Mycobacterium tuberculosis F11	336982	adherent	Refseq	not available
Mycoplasma capricolum subsp. capricolum ATCC 27343	340047	adherent	Refseq	not available
Pyrobaculum arsenaticum DSM 13514	340102	adherent	Refseq	not available
Escherichia coli E22	340185	adherent	Refseq	not available
Escherichia coli E110019	340186	adherent	Refseq	not available
Corynebacterium glutamicum R	340322	adherent	Refseq	not available
Xanthomonas oryzae pv. oryzae MAFF 311018	342109	adherent	Refseq	not available
Streptococcus agalactiae 515	342614	adherent	Refseq	not available
Streptococcus agalactiae CJB111	342617	adherent	Refseq	not available
Shigella boydii CDC 3083-94	344609	adherent	Refseq	not available
Escherichia coli 53638	344610	adherent	Refseq	not available
Vibrio cholerae MO10	345072	adherent	Refseq	not available
Vibrio cholerae RC385	345074	adherent	Refseq	not available
Vibrio cholerae V52	345076	adherent	Refseq	not available
Streptococcus salivarius JIM8777	347253	adherent	Refseq	not available
Rickettsia africae ESF-5	347255	adherent	Refseq	not available
Mycoplasma agalactiae PG2	347257	adherent	Refseq	not available
Bacillus cereus F837/76	347495	adherent	Refseq	not available
Mycobacterium tuberculosis C	348776	adherent	Refseq	not available
Rhodobacter sphaeroides ATCC 17029	349101	adherent	Refseq	not available
Yersinia pestis Angola	349746	adherent	Refseq	not available
Yersinia pseudotuberculosis IP 31758	349747	adherent	Refseq	not available
Burkholderia cenocepacia PC184	350702	adherent	Refseq	not available
Pseudomonas aeruginosa C3719	350704	adherent	Refseq	not available
Francisella tularensis subsp. holarctica FSC200	351581	adherent	Refseq	not available
Shewanella sp. W3-18-1	351745	adherent	Refseq	not available
Lactobacillus delbrueckii subsp. bulgaricus 2038	353496	adherent	Refseq	not available
Streptomyces sp. Tu6071	355249	adherent	Refseq	not available
Leptospira borgpetersenii serovar Hardjo-bovis JB197	355277	adherent	Refseq	not available
Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)'	355278	adherent	Refseq	not available
Burkholderia pseudomallei 1106b	357347	adherent	Refseq	not available
Burkholderia pseudomallei 1106a	357348	adherent	Refseq	not available
Helicobacter pylori HPAG1	357544	adherent	Refseq	not available
Shigella dysenteriae 1012	358708	adherent	Refseq	not available
Escherichia coli 101-1	358709	adherent	Refseq	not available
Brucella melitensis biovar Abortus 2308	359391	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus JH9	359786	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus JH1	359787	adherent	Refseq	not available
Xanthomonas oryzae pv. oryzae PXO99A	360094	adherent	Refseq	not available
Yersinia pestis Antiqua	360102	adherent	Refseq	not available
Campylobacter fetus subsp. fetus 82-40	360106	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni 260.94	360108	adherent	Refseq	not available
Campylobacter jejuni subsp. doylei 269.97	360109	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni 84-25	360110	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni CF93-6	360111	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni HB93-13	360112	adherent	Refseq	not available
Coxiella burnetii RSA 331	360115	adherent	Refseq	not available
Coxiella burnetii 'MSU Goat Q177'	360116	adherent	Refseq	not available
Coxiella burnetii RSA 334	360117	adherent	Refseq	not available
Burkholderia pseudomallei 406e	360118	adherent	Refseq	not available
Bacillus cereus Q1	361100	adherent	Refseq	not available
Mycobacterium ulcerans Agy99	362242	adherent	Refseq	not available
Escherichia coli UTI89	364106	adherent	Refseq	not available
Clostridium difficile QCD-32g58	367459	adherent	Refseq	not available
Streptococcus pyogenes MGAS9429	370551	adherent	Refseq	not available
Streptococcus pyogenes MGAS10270	370552	adherent	Refseq	not available
Streptococcus pyogenes MGAS2096	370553	adherent	Refseq	not available
Streptococcus pyogenes MGAS10750	370554	adherent	Refseq	not available
Burkholderia mallei 2002721280	370895	adherent	Refseq	not available
Shigella flexneri 5 str. 8401	373384	adherent	Refseq	not available
Neisseria meningitidis 053442	374833	adherent	Refseq	not available
Haemophilus influenzae 22.1-21	374927	adherent	Refseq	not available
Haemophilus influenzae PittAA	374928	adherent	Refseq	not available
Haemophilus influenzae PittEE	374930	adherent	Refseq	not available
Haemophilus influenzae PittGG	374931	adherent	Refseq	not available
Haemophilus influenzae PittHH	374932	adherent	Refseq	not available
Haemophilus influenzae PittII	374933	adherent	Refseq	not available
Haemophilus influenzae 22.4-21	375063	adherent	Refseq	not available
Haemophilus influenzae 3655	375177	adherent	Refseq	not available
Haemophilus influenzae R3021	375432	adherent	Refseq	not available
Yersinia pestis Nepal516	377628	adherent	Refseq	not available
Oenococcus oeni ATCC BAA-1163	379360	adherent	Refseq	not available
Pseudomonas aeruginosa PA7	381754	adherent	Refseq	not available
Phaeobacter gallaeciensis 2.10	383629	adherent	Refseq	not available
Escherichia coli O157:H7 str. Sakai	386585	adherent	Refseq	not available
Yersinia pestis Pestoides F	386656	adherent	Refseq	not available
Pseudomonas aeruginosa PACS2	388272	adherent	Refseq	not available
Vibrio fischeri MJ11	388396	adherent	Refseq	not available
Streptococcus suis 98HAH33	391296	adherent	Refseq	not available
Stenotrophomonas sp. SKA14	391601	adherent	Refseq	not available
Desulfovibrio vulgaris DP4	391774	adherent	Refseq	not available
Bifidobacterium longum subsp. infantis ATCC 15697	391904	adherent	Refseq	not available
Rickettsia rickettsii str. 'Sheila Smith'	392021	adherent	Refseq	not available
Francisella tularensis subsp. holarctica OSU18	393011	adherent	Refseq	not available
Francisella tularensis subsp. tularensis FSC198	393115	adherent	Refseq	not available
Listeria monocytogenes FSL J1-194	393117	adherent	Refseq	not available
Listeria monocytogenes FSL J2-071	393121	adherent	Refseq	not available
Listeria monocytogenes FSL N1-017	393123	adherent	Refseq	not available
Listeria monocytogenes FSL N3-165	393124	adherent	Refseq	not available
Listeria monocytogenes FSL R2-503	393125	adherent	Refseq	not available
Listeria monocytogenes FSL R2-561	393126	adherent	Refseq	not available
Listeria monocytogenes Finland 1998	393127	adherent	Refseq	not available
Listeria monocytogenes F6900	393128	adherent	Refseq	not available
Listeria monocytogenes J0161	393130	adherent	Refseq	not available
Listeria monocytogenes J2818	393131	adherent	Refseq	not available
Listeria monocytogenes 10403S	393133	adherent	Refseq	not available
Mycobacterium tuberculosis str. Haarlem	395095	adherent	Refseq	not available
Rhizobium leguminosarum bv. trifolii WSM1325	395491	adherent	Refseq	not available
Rhodopseudomonas palustris TIE-1	395960	adherent	Refseq	not available
Cyanothece sp. PCC 8802	395962	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni CG8486	398000	adherent	Refseq	not available
Burkholderia ambifaria MC40-6	398577	adherent	Refseq	not available
Shewanella baltica OS195	399599	adherent	Refseq	not available
Thermoanaerobacter sp. X514	399726	adherent	Refseq	not available
Shewanella putrefaciens 200	399804	adherent	Refseq	not available
Acinetobacter baumannii ATCC 17978	400667	adherent	Refseq	not available
Legionella pneumophila str. Corby	400673	adherent	Refseq	not available
Francisella novicida U112	401614	adherent	Refseq	not available
Listeria monocytogenes HPB2262	401650	adherent	Refseq	not available
Shewanella baltica OS185	402882	adherent	Refseq	not available
Anaplasma marginale str. Virginia	403779	adherent	Refseq	not available
Vibrio cholerae AM-19226	404974	adherent	Refseq	not available
Acinetobacter baumannii ACICU	405416	adherent	Refseq	not available
Xylella fastidiosa M12	405440	adherent	Refseq	not available
Xylella fastidiosa M23	405441	adherent	Refseq	not available
Bacillus cereus G9842	405531	adherent	Refseq	not available
Bacillus cereus B4264	405532	adherent	Refseq	not available
Bacillus cereus AH1134	405533	adherent	Refseq	not available
Bacillus cereus AH187	405534	adherent	Refseq	not available
Bacillus cereus AH820	405535	adherent	Refseq	not available
Escherichia coli APEC O1	405955	adherent	Refseq	not available
Burkholderia cenocepacia MC0-3	406425	adherent	Refseq	not available
Streptococcus pneumoniae SP3-BS71	406556	adherent	Refseq	not available
Streptococcus pneumoniae SP6-BS73	406557	adherent	Refseq	not available
Streptococcus pneumoniae SP9-BS68	406558	adherent	Refseq	not available
Streptococcus pneumoniae SP11-BS70	406559	adherent	Refseq	not available
Streptococcus pneumoniae SP14-BS69	406560	adherent	Refseq	not available
Streptococcus pneumoniae SP18-BS74	406561	adherent	Refseq	not available
Streptococcus pneumoniae SP19-BS75	406562	adherent	Refseq	not available
Streptococcus pneumoniae SP23-BS72	406563	adherent	Refseq	not available
Chlamydophila pneumoniae LPCoLN	406984	adherent	Refseq	not available
Campylobacter jejuni subsp. jejuni 81116	407148	adherent	Refseq	not available
Shewanella baltica OS223	407976	adherent	Refseq	not available
Escherichia coli SE11	409438	adherent	Refseq	not available
Mycobacterium bovis BCG str. Pasteur 1173P2	410289	adherent	Refseq	not available
Bacteroides uniformis ATCC 8492	411479	adherent	Refseq	not available
Bifidobacterium adolescentis L2-32	411481	adherent	Refseq	not available
Clostridium sp. SS2/1	411484	adherent	Refseq	not available
Faecalibacterium prausnitzii M21/2	411485	adherent	Refseq	not available
Clostridium sp. M62/1	411486	adherent	Refseq	not available
Burkholderia mallei ATCC 10399	412021	adherent	Refseq	not available
Burkholderia mallei NCTC 10229	412022	adherent	Refseq	not available
Borrelia recurrentis A1	412418	adherent	Refseq	not available
Bacillus thuringiensis str. Al Hakam	412694	adherent	Refseq	not available
Vibrio cholerae 1587	412966	adherent	Refseq	not available
Vibrio cholerae MAK 757	412967	adherent	Refseq	not available
Escherichia coli B str. REL606	413997	adherent	Refseq	not available
Clostridium botulinum A str. ATCC 3502	413999	adherent	Refseq	not available
Rickettsia massiliae MTU5	416276	adherent	Refseq	not available
Vibrio cholerae MZO-2	417398	adherent	Refseq	not available
Vibrio cholerae B33	417400	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus Mu3	418127	adherent	Refseq	not available
Francisella tularensis subsp. tularensis WY96-3418	418136	adherent	Refseq	not available
Sulfolobus islandicus Y.N.15.51	419942	adherent	Refseq	not available
Lactococcus garvieae ATCC 49156	420889	adherent	Refseq	not available
Streptococcus suis GZ1	423211	adherent	Refseq	not available
Legionella pneumophila 2300/99 Alcoy	423212	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Newport str. SL254	423368	adherent	Refseq	not available
Burkholderia pseudomallei 305	425067	adherent	Refseq	not available
Sulfolobus islandicus L.D.8.5	425944	adherent	Refseq	not available
Sulfolobus islandicus M.16.4	426118	adherent	Refseq	not available
Staphylococcus aureus subsp. aureus str. Newman	426430	adherent	Refseq	not available
Sulfolobus islandicus M.14.25	427317	adherent	Refseq	not available
Sulfolobus islandicus M.16.27	427318	adherent	Refseq	not available
Eubacterium siraeum DSM 15702	428128	adherent	Refseq	not available
Ralstonia pickettii 12D	428406	adherent	Refseq	not available
Sulfolobus islandicus L.S.2.15	429572	adherent	Refseq	not available
Francisella tularensis subsp. holarctica FSC022	430556	adherent	Refseq	not available
Francisella tularensis subsp. tularensis FSC033	430557	adherent	Refseq	not available
Francisella novicida GA99-3549	430558	adherent	Refseq	not available
Escherichia coli SE15	431946	adherent	Refseq	not available
Actinobacillus pleuropneumoniae serovar 3 str. JL03	434271	adherent	Refseq	not available
Coxiella burnetii Dugway 5J108-111	434922	adherent	Refseq	not available
Coxiella burnetii CbuG_Q212	434923	adherent	Refseq	not available
Coxiella burnetii CbuK_Q154	434924	adherent	Refseq	not available
Mycoplasma mycoides subsp. capri str. GM12	436113	adherent	Refseq	not available
Burkholderia mallei PRL-20	436115	adherent	Refseq	not available
Brucella sp. F5/99	437701	adherent	Refseq	not available
Sulfolobus islandicus Y.G.57.14	439386	adherent	Refseq	not available
Pseudovibrio sp. JE062	439495	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Kentucky str. CVM29188	439842	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633	439843	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Saintpaul str. SARA23	439846	adherent	Refseq	not available
Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853	439851	adherent	Refseq	not available
Escherichia coli SMS-3-5	439855	adherent	Refseq	not available
Methylobacterium chloromethanicum CM4	440085	adherent	Refseq	not available
