#tax id	nog prefix	level name	species count	core species count	periphery species count	adherent species count	members tax ids
92860	pleNOG	Pleosporales	4	2	2	0	5022 13684 426418 861557
38820	poaNOG	Poales	9	4	5	0	4513 4533 4538 4555 4558 4577 15368 39946 39947
9443	prNOG	Primates	10	5	5	0	9478 9483 9544 9593 9598 9601 9606 30608 30611 61853
1224	proNOG	Proteobacteria	1378	297	394	687	394 882 883 36870 52598 56780 58051 59196 60480 60481 62928 62977 66084 71421 75379 76114 76869 78245 82789 83406 85643 85962 85963 87626 89187 94122 96561 96563 99287 102608 105559 107806 114615 121723 122586 122587 137722 150340 153948 155864 156578 156889 159087 160488 160492 161528 163164 167879 176299 177416 177437 177439 183190 187272 187410 190485 190486 190650 192222 195099 196600 198214 198215 198628 198804 199310 203122 203907 204722 204773 205914 205918 205920 205922 207559 207949 207954 208963 208964 209261 211586 212042 214092 215689 216591 216592 216595 216596 216597 216599 216895 218491 218493 220341 220664 221988 222891 223283 223926 224911 224914 224915 225849 225937 227377 228399 228400 228405 228410 229193 232721 233412 234826 234831 235279 236097 237727 242231 243159 243160 243231 243233 243265 243277 243365 244592 246195 246197 246200 247633 247634 247639 252305 254945 257310 257311 257313 257363 258594 259536 261292 261317 262698 262727 262728 264198 264462 264730 265072 266264 266265 266779 266834 266835 267608 269482 269483 269484 269796 269799 270374 271848 272560 272568 272620 272624 272629 272630 272831 272843 272942 272943 272944 272947 272951 273121 273123 279238 279714 281310 281689 283165 283166 283942 287752 288000 290338 290339 290397 290398 290400 290633 290847 291272 291331 292414 292415 292805 293613 293614 295319 296591 297245 297246 298386 300267 300268 300269 302409 306254 306263 306264 311402 311403 312153 312309 314225 314231 314232 314253 314254 314256 314260 314261 314262 314264 314265 314266 314267 314270 314271 314275 314276 314277 314278 314280 314282 314283 314285 314287 314291 314292 314345 314565 314607 314608 315456 316055 316056 316057 316058 316067 316273 316275 316385 316401 316407 317025 317655 318161 318167 318586 319224 320371 320372 320373 320374 320388 320389 320390 320483 321314 322710 323097 323098 323261 323848 323850 325240 326297 326298 326442 327275 331109 331111 331112 331271 331272 331869 331978 334380 334802 334803 335283 335284 335543 335992 336407 338187 338963 338966 338969 339670 339671 340100 340185 340186 342108 342109 342610 343509 344609 344610 345072 345073 345074 345076 347255 347834 349101 349102 349106 349124 349163 349521 349746 349747 350701 350702 350704 351016 351348 351581 351605 351745 351746 354242 357244 357347 357348 357544 357804 358708 358709 359391 360094 360095 360102 360104 360105 360106 360107 360108 360109 360110 360111 360112 360115 360116 360117 360118 360910 362663 363253 364106 365044 365046 366394 366602 367336 367737 370895 371731 372461 373384 374463 374833 374927 374928 374930 374931 374932 374933 375063 375177 375286 375432 375451 376619 377628 377629 378806 379731 380394 380703 381666 381754 382245 382638 382640 383407 383629 383631 384676 384765 386585 386656 387092 387093 387662 388272 388396 388399 388401 388739 390235 391008 391038 391165 391574 391589 391591 391592 391593 391595 391597 391600 391601 391613 391615 391616 391619 391624 391625 391626 391735 391774 391896 392021 392499 392500 393011 393115 393305 393595 394221 395019 395491 395492 395494 395495 395960 395963 395965 396588 396595 397945 398000 398527 398577 398578 398579 398580 398767 399599 399739 399741 399742 399795 399804 400667 400668 400673 401614 402626 402881 402882 403779 404380 404589 404974 405416 405440 405441 405955 406425 406817 406818 407148 407976 409438 411464 411684 412021 412022 412597 412965 412966 412967 413404 413997 414684 416269 416276 417398 417400 418136 419610 420662 423212 423368 425067 425104 426114 426117 426355 428406 430066 430556 430557 430558 431946 434131 434271 434922 434923 434924 435832 436115 436717 437701 438753 439235 439375 439483 439493 439495 439496 439497 439842 439843 439846 439851 439855 440085 441620 441952 442346 443143 443144 443152 444178 444447 444448 444449 444450 444451 444453 444612 447217 448385 449216 450851 452638 452659 452662 454166 454168 454169 455436 455488 456298 457398 457400 457401 458234 458817 460265 465516 465517 465817 467661 469008 469595 469598 469608 469610 469613 470137 470735 471874 471881 472759 473788 476213 478004 478005 478008 478547 480119 481009 481805 483179 483219 484021 484022 485915 488538 489653 491916 491952 497978 498211 498217 500637 500639 500640 501479 502025 502346 502347 502800 502801 504832 506534 507522 509169 509170 509173 509190 510831 511062 511145 512562 513051 513052 513053 515618 517433 517436 517437 517722 520448 520449 520450 520451 520452 520453 520454 520455 520456 520457 520458 520459 520460 520461 520462 520463 520464 520465 520466 520487 520488 520489 520999 521000 521004 521005 521006 522306 522373 523791 525146 525242 525243 525244 525281 525369 525897 525898 526222 528345 528346 528347 528348 528351 528352 528353 528354 528355 528356 528357 528358 528359 528360 529507 535289 536019 536056 537021 537457 537970 537971 537972 539329 543728 544404 544405 544406 545422 546231 546262 546263 546264 546265 546266 546267 546268 546272 546274 547045 547048 550537 550538 550540 550672 550676 550677 550687 550694 553217 553218 553219 553220 553480 554290 555217 555778 555779 556266 556267 556268 556269 557598 557600 557601 557722 557723 557724 557760 561229 561230 561231 561501 562019 562020 562971 563040 563041 563045 563178 563192 563771 563773 563990 565045 565050 566466 566546 567106 568708 568815 568817 569881 570417 570508 572265 572477 572480 573059 573065 573066 573234 573235 573370 573395 573569 574521 574556 575564 575565 575584 575585 575586 575587 575588 575589 575591 575788 577650 579112 579138 579405 580332 582402 582744 582899 583345 585034 585035 585054 585055 585056 585057 585395 585396 585397 585535 585538 588858 589865 590409 591020 591023 591946 592014 592205 592313 592316 593275 593585 593586 593587 593588 593589 593590 595494 595495 595496 595497 595498 595536 595537 596151 596153 596154 596318 596320 598659 604162 613026 622637 622759 626418 627192 629258 629259 629260 629261 629262 629263 629264 629265 629266 629267 629268 629270 629741 630588 633131 633149 634176 634177 634452 634453 634454 634455 634456 634457 634458 634459 634499 634500 634503 634504 637382 637385 637386 637388 637389 637616 637905 637910 637911 637913 638300 638315 639283 640081 640131 640510 640511 640512 640513 641118 641140 641147 641149 641491 643561 643562 644076 644107 644282 644651 644968 645464 648757 652103 652620 655817 656372 656374 656379 656380 656383 656388 656390 656393 656404 656408 656414 656417 656419 656420 656429 656437 656440 656443 656444 656449 656912 656913 658172 658187 658664 661367 661410 661513 662598 663321 663917 665029 666681 666684 667127 667128 667129 668336 669261 669262 670888 670890 670892 670893 670894 670897 670899 670904 670905 671074 671076 673266 673519 674977 675806 675810 675811 675812 675813 675814 675815 675816 675817 675820 676032 679202 679204 679205 679206 679207 679897 682634 683082 683083 684719 684950 685035 685038 688245 690566 690850 691336 691338 693216 693745 693748 693750 693970 693971 693973 693974 693982 693985 694569 696125 696127 696406 696749 697282 698936 701176 701177 701347 702113 703352 706191 707232 707241 709032 709797 710393 712898 713600 713601 713602 713603 714962 714995 715226 715451 716540 716541 717773 717774 717785 718251 718254 718271 722419 741091 742013 742159 742821 743299 743720 743721 744979 744980 745015 745017 745018 745019 745020 745021 745022 745277 746360 748280 749219 749222 749529 749530 749536 749539 749541 749542 749949 749950 749951 751586 753642 754082 754092 754093 754254 754255 754256 754258 754259 754260 754261 754262 754507 757424 757425 759362 760142 762376 762966 762983 763919 765698 765910 765962 765963 765964 766139 766141 766142 766145 766146 766147 766148 766149 766152 766157 766159 766160 766762 768066 768490 768492 768493 788929 789332 794851 796392 796620 856793 857087 857571 857572 857573 857574 857575 857576 857577 857578 857579 857581 858313 858314 858315 858316 858317 858318 859198 859199 859654 859656 861208 862513 862719 862908 862964 862965 864566 866344 866345 866346 866630 866768 868597 869214 869727 869729 870967 871271 871585 871586 871587 871588 871589 871590 871591 871592 871593 871925 875329 875330 876044 878320 880072 880591 882102 882378 882863 882864 882865 882866 882867 882869 882884 885275 885276 886886 887061 887062 887324 887327 887898 888057 888063 888728 888741 888742 888826 888827 888828 891398 903503 903510 904139 907237 907238 907239 907240 909420 909945 909946 909947 911045 914127 914149 926026 926027 926028 926029 926030 926032 926570 930944 931281 932676 932677 933093 935297 935586 935587 935588 935589 935590 935591 935592 935593 935594 935595 935597 935598 935599 935897 936155 937774 940296 941193 941429 941435 941638 941967 942513 944546 944547 945360 945434 945543 945550 945681 946034 977880 980514 981367 981368 983328 983545 983920 984129 985080 985081 985867 987059 990282 990288 990315 991905 992186 992402 992403 992404 992405 994476 994484 996285 997348 997825 998088 999141 999541 1000565 1001530 1001585 1001989 1002339 1002672 1002804 1003200 1004153 1004836 1005048 1005057 1005058 1005090 1006551 1007104 1007105 1008459 1017264 1026882 1028307 1028802 1028803 1028804 1028805 1028806 1029825 1031710 1031711 1032845 1033802 1033813 1035188 1035377 1036674 1036743 1037409 1042803 1042876 1042878 1045855 1045856 1048254 1048689 1049565 1050720 1051075 1051646 1053648 1055528 1055529 1055530 1064539 1068608 1072459 1075089 1081093 1082931 1085623 1089456 1095774 1097668 1104320 1104321 1105100 1105101 1105102 1105103 1105104 1105105 1105107 1105112 1112912 1114970 1116375 1117943 1123863 1125630 1132507 1142511
6236	rhaNOG	Rhabditida	5	1	4	0	6238 6239 31234 135651 281687
9989	roNOG	Rodents	5	2	3	0	10020 10090 10116 10141 43179
4893	sacNOG	Saccharomycetaceae	13	9	4	0	4932 4950 4956 33169 284590 284593 381046 436907 644223 931890 1064592 1071378 1071381
4891	saccNOG	Saccharomycetes	21	12	9	0	4929 4932 4950 4952 4956 33169 284590 284593 294746 294747 306902 322104 379508 381046 436907 573826 644223 931890 1064592 1071378 1071381
5139	sorNOG	Sordariales	6	5	1	0	5141 306901 515849 573729 578455 771870
147550	sordNOG	Sordariomycetes	18	12	6	0	5141 5507 5518 29850 29875 51453 117187 140110 148304 148305 229533 306901 318829 515849 526221 573729 578455 771870
117747	sphNOG	Sphingobacteriia	10	6	3	1	391596 485917 485918 525372 525373 700598 714943 743722 760192 762903
203691	spiNOG	Spirochaetes	61	7	24	30	158189 158190 189518 224326 243275 243276 267671 290434 314723 314724 355276 355277 355278 390236 412418 412419 445983 445984 445985 445986 445987 455434 456481 476210 476211 476212 491078 491079 491080 491081 498736 498737 498738 498739 498740 498741 498742 498743 519049 521007 521008 521010 526224 545694 545695 545776 565034 573413 573825 596324 665571 666714 744872 754027 759914 760011 869209 869211 906968 1045858 1081646
314146	spriNOG	Supraprimates	17	7	10	0	9478 9483 9544 9593 9598 9601 9606 9986 10020 10090 10116 10141 30608 30611 37347 43179 61853
35493	strNOG	Streptophyta	20	13	7	0	3218 3694 3702 3711 3847 4081 4113 4513 4533 4538 4555 4558 4577 4641 15368 29760 39946 39947 59689 88036
508458	synNOG	Synergistetes	8	8	0	0	352165 469381 525903 572547 580340 584708 592015 645512
544448	tenNOG	Tenericutes	65	5	28	32	2110 37692 59748 243272 243273 262719 262722 262723 262768 265311 267748 272632 272633 272634 272635 273119 289397 295358 322098 340047 347256 347257 436113 441768 496833 505682 512564 515608 515609 515611 518603 519851 526347 550747 550748 550773 565575 572263 626095 626096 637387 708248 708616 710127 710128 722438 743965 747682 768700 859194 862259 865867 866629 872331 880447 907287 936139 941640 943945 956483 1034808 1037410 1111676 1112856 1129369
651137	thaNOG	Thaumarchaeota	3	2	1	0	436308 886738 1001994
183967	theNOG	Thermoplasmata	4	3	1	0	263820 273075 273116 333146
200918	therNOG	Thermotogae	14	7	5	2	126740 243274 309803 381764 390874 391009 403833 416591 443254 484019 521045 590168 660470 688269
183968	thermNOG	Thermococci	12	2	10	0	69014 70601 186497 246969 272844 342949 391623 523850 529709 593117 604354 1042877
5234	treNOG	Tremellales	3	1	2	0	214684 283643 367775
7742	veNOG	Vertebrates	51	26	25	0	7757 7897 7955 8049 8083 8090 8128 8364 9031 9103 9258 9305 9315 9361 9371 9478 9483 9544 9593 9598 9601 9606 9615 9646 9669 9685 9739 9785 9796 9813 9823 9913 9986 10020 10090 10116 10141 13616 13735 28377 30608 30611 31033 37347 43179 59463 59729 61853 69293 99883 132908
74201	verNOG	Verrucomicrobia	8	7	1	0	240016 320771 349741 382464 452637 481448 497964 583355
203494	verrNOG	Verrucomicrobiae	4	3	1	0	240016 320771 349741 382464
33090	virNOG	Viridiplantae	23	15	8	0	3055 3218 3694 3702 3711 3847 4081 4113 4513 4533 4538 4555 4558 4577 4641 15368 29760 39946 39947 59689 70448 88036 436017
